Date,Open,High,Low,Volume,Dividends,Stock Splits,Daily_Return,MA_5,MA_20,MA_60,Volatility,Volume_MA_5,High_Low_Ratio,Open_Close_Ratio,Volume_Change
2020-12-02 00:00:00+09:00,60952.5424910072,62289.22105440648,60863.43058678058,29703942,0.0,0.0,0.02507381211088866,60631.73671875,57673.2234375,54284.759765625,0.02016161030673733,25785777.6,1.0234260614934114,0.9841726618705038,0.33039422411426655
2020-12-03 00:00:00+09:00,62467.44763271162,62823.89526542324,61754.55236728838,23677989,0.0,0.0,0.0028777423100527777,60934.7171875,58092.049609375,54499.22154947917,0.019519518258125246,26716710.8,1.0173160173160174,1.0057388809182208,-0.20286711440521932
2020-12-04 00:00:00+09:00,62734.776923076926,64249.67920673077,62467.44122596154,28130533,0.0,0.0,0.025824858921930094,61522.85703125,58599.9869140625,54727.13170572917,0.019759871949366483,29530130.6,1.028530670470756,0.9846153846153847,0.18804569932015758
2020-12-07 00:00:00+09:00,64517.01472479424,65497.24561149692,64071.45523083848,28490496,0.0,0.0,0.019580416750812013,62627.84453125,59165.847265625,54943.360026041664,0.019820349047139144,26466026.6,1.0222531293463144,0.9931412894375857,0.012796167068714892
2020-12-08 00:00:00+09:00,64338.797822960245,64962.5811813546,63804.12637290794,25000338,0.0,0.0,-0.016460799935347437,63322.91875,59678.2408203125,55146.19446614583,0.02057610561854656,27000659.6,1.0181564245810057,1.00697350069735,-0.1225025355823921
2020-12-09 00:00:00+09:00,64249.68870517591,65853.703125,64160.57679296346,24077996,0.0,0.0,0.03068344783403032,64107.1046875,60239.64609375,55369.894270833334,0.02105280461164226,25875470.4,1.026388888888889,0.9756427604871447,-0.03689318120419016
2020-12-10 00:00:00+09:00,64784.3504211677,65764.58130787038,64606.12662358539,39882928,0.0,0.0,-0.013531948303021069,64677.41953125,60769.8615234375,55581.69427083333,0.021450610307855927,29116458.2,1.0179310344827588,0.9972565157750344,0.6564056244547927
2020-12-11 00:00:00+09:00,65497.24862163658,65764.58433029632,65140.80101009026,18486672,0.0,0.0,0.00685875683589221,65016.0453125,61224.3322265625,55780.254622395834,0.0204959021485141,27187686.0,1.0095759233926127,1.0013623978201636,-0.5364765595946215
2020-12-14 00:00:00+09:00,65586.36212737126,66388.36927295054,65229.91450711382,21510415,0.0,0.0,0.005449615852576528,65176.44765625,61558.5021484375,55975.899088541664,0.018038307825259958,25791669.8,1.0177595628415301,0.9972899728997289,0.1635634039485312
2020-12-15 00:00:00+09:00,65764.5859375,66031.92165269308,65319.02641217818,20863671,0.0,0.0,0.0,65550.7171875,61919.4052734375,56171.5435546875,0.01776487129339695,24964336.4,1.0109140518417463,1.0,-0.03006655148215409
2020-12-16 00:00:00+09:00,66031.92165269308,66388.36927295054,65408.13831724254,17512081,0.0,0.0,0.0,65532.89375,62320.408984375,56389.329752604164,0.017222062921172218,23651153.4,1.0149863760217985,1.0040650406504064,-0.16064239126470126
2020-12-17 00:00:00+09:00,65408.127515347885,65675.46318639154,64695.2323925648,24293214,0.0,0.0,-0.0067752317778363436,65604.18203125,62708.0451171875,56602.64212239583,0.01735124596098112,20533210.6,1.0151515151515151,1.0013642564802183,0.3872259955855617
2020-12-18 00:00:00+09:00,65319.0232020548,65675.47080479452,65051.6875,17613029,0.0,0.0,-0.004092653914669286,65532.8921875,63077.8595703125,56812.975,0.01748097010630553,20358482.0,1.0095890410958903,1.004109589041096,-0.27498152364689166
2020-12-21 00:00:00+09:00,65140.79940068493,65408.13510273973,64160.56849315069,20367355,0.0,0.0,0.0,65390.3125,63322.9171875,57038.069140625,0.015176075708844152,20129870.0,1.0194444444444444,1.0013698630136987,0.15638002980634402
2020-12-22 00:00:00+09:00,64606.1222229426,65229.9054719917,64249.674652057394,16304910,0.0,0.0,-0.009589129605592439,65122.975,63527.87421875,57246.8623046875,0.015479179762398432,19218117.8,1.015256588072122,1.0027662517289073,-0.19945864350083753
2020-12-23 00:00:00+09:00,64517.02444181326,65942.81503721245,64427.912529600806,19411326,0.0,0.0,0.022130237398370722,65140.7984375,63853.1333984375,57491.227864583336,0.015292228053513912,19597966.8,1.0235131396957124,0.979702300405954,0.19052027886078493
2020-12-24 00:00:00+09:00,66031.91455454691,70220.17364235218,65942.8026590617,32502870,0.0,0.0,0.05277382132791031,65942.80625,64289.78125,57792.03984375,0.01835015474462317,21239898.0,1.0648648648648649,0.9524421593830333,0.6744281148026672
2020-12-28 00:00:00+09:00,70398.40603160737,71378.63700166772,69685.51078065438,40085044,0.0,0.0,0.011568246943724825,66958.6828125,64757.6193359375,58096.505533854164,0.018353293131504547,25734301.0,1.0242966751918159,1.0038119440914868,0.23327706137950277
2020-12-29 00:00:00+09:00,71987.4056912516,72078.76026700193,70617.08705499681,30339449,1932.0,0.0,0.019956383009180234,68254.471875,65362.269140625,58424.297265625,0.0171838831500457,27728719.8,1.0206985769728332,1.0063856960408684,-0.2431229712508236
2020-12-30 00:00:00+09:00,70708.45347222222,74271.28252314815,70617.09888117285,29417421,0.0,0.0,0.03448293186452789,70168.3359375,66041.23671875,58785.772786458336,0.01802284129976583,30351222.0,1.0517464424320828,0.9555555555555555,-0.030390400300282283
2021-01-04 00:00:00+09:00,73997.20538403615,77103.2609186747,73266.3687876506,38655276,0.0,0.0,0.02469117293682066,72162.4546875,66735.812890625,59173.24407552083,0.01800657392904906,34200012.0,1.0523690773067331,0.9759036144578314,0.3140266782733945
2021-01-05 00:00:00+09:00,74545.32926102502,76646.484375,74545.32926102502,35335669,0.0,0.0,0.010843325080289512,73625.940625,67462.587109375,59561.051497395834,0.017921156761760777,34766571.8,1.028186274509804,0.9725864123957091,-0.08587720341202587
2021-01-06 00:00:00+09:00,76098.36126634733,77194.61617054441,75002.10636215024,42089013,0.0,0.0,-0.020262161404581702,74618.41875,68031.509765625,59925.94576822917,0.018817259774017457,35167365.6,1.0292326431181487,1.01338199513382,0.1911197436222305
2021-01-07 00:00:00+09:00,75641.57512816647,76920.53895883595,75550.22056883293,32644642,0.0,0.0,0.00851563827284818,75458.878125,68570.0275390625,60291.10143229167,0.018633480462808317,35628404.2,1.01813784764208,0.9987937273823885,-0.22439041276639105
2021-01-08 00:00:00+09:00,76098.35062112894,82219.10631334459,75824.2869334178,59013307,0.0,0.0,0.07117012239247389,76884.0046875,69431.508203125,60738.66321614583,0.022512302654674323,41547581.4,1.0843373493975903,0.938063063063063,0.8077486345232396
2021-01-11 00:00:00+09:00,82219.11830357143,88431.22946428572,81762.34542410714,90306177,0.0,0.0,0.024774924220354544,78345.678125,70295.45625,61219.721875,0.022295305797048855,51877761.6,1.0815642458100558,0.989010989010989,0.5302680292090731
2021-01-12 00:00:00+09:00,82493.17068501655,83498.07088162251,80209.30660182118,48682416,0.0,0.0,-0.00439574133249554,79569.828125,71185.6892578125,61708.05670572917,0.02183460007856606,54547111.0,1.041002277904328,0.9966887417218542,-0.46091820496398606
2021-01-13 00:00:00+09:00,82036.40926351729,83315.3733277592,81396.92723139632,36068848,0.0,0.0,-0.009933637310809318,80940.146875,72012.53515625,62190.114453125,0.022375268964273845,53343078.0,1.0235690235690236,1.0011148272017838,-0.25909905539610034
2021-01-14 00:00:00+09:00,81031.5089273272,82219.11841555184,81031.5089273272,26393970,0.0,0.0,0.0,82182.571875,72821.55859375,62664.7462890625,0.022486570535933906,52092943.6,1.0146561443066517,0.9888517279821628,-0.2682336291971399
2021-01-15 00:00:00+09:00,82036.38979048295,83863.48087713069,80392.0078125,33431809,0.0,0.0,-0.018952295302292366,82036.403125,73552.9296875,63100.12734375,0.023369519598121884,46976644.0,1.0431818181818182,1.0204545454545455,0.2666457149113983
2021-01-18 00:00:00+09:00,79113.06386029412,79752.54590073529,76829.19943014705,43227951,0.0,0.0,-0.03409066724508236,80940.1484375,74147.269921875,63489.8314453125,0.025325227271837624,37560998.8,1.0380499405469679,1.0188235294117647,0.29301860392897083
2021-01-19 00:00:00+09:00,77194.61229346265,80392.02227011495,76372.4211566092,39895044,0.0,0.0,0.023529339562294638,80282.396875,74855.24296875,63921.868359375,0.025260822566983893,35803524.4,1.0526315789473684,0.971264367816092,-0.07710073975053777
2021-01-20 00:00:00+09:00,81305.5618370126,81305.5618370126,79021.69774046731,25211127,0.0,0.0,0.0022987748746834402,79825.621875,75585.717578125,64355.465234375,0.025111062146213853,33631980.2,1.0289017341040463,1.0206422018348622,-0.3680636873091304
2021-01-21 00:00:00+09:00,79935.24758796822,80940.14784335982,79021.70190124858,25318011,0.0,0.0,0.010321154114530495,79533.2859375,76357.301953125,64799.79498697917,0.02499021227814264,33416788.4,1.0242774566473989,0.9931895573212258,0.004239556605303729
2021-01-22 00:00:00+09:00,81305.5421046947,81945.02389652938,79295.7421875,30861661,0.0,0.0,-0.01475625012619064,79314.0328125,77100.694140625,65233.2419921875,0.02523964520350039,32902758.8,1.033410138248848,1.0253456221198156,0.2189607232574471
2021-01-25 00:00:00+09:00,79478.45952181208,82127.74150587249,78838.9776635906,27258534,0.0,0.0,0.029954023973741473,80117.9484375,77891.557421875,65718.1578125,0.025485021512903626,29708875.4,1.0417149478563152,0.9731543624161074,-0.11675090981007141
2021-01-26 00:00:00+09:00,81122.86007785467,81488.27836649366,79021.7049181805,33178936,0.0,0.0,-0.030201119507352492,80063.1359375,78385.325390625,66175.33111979166,0.02509889021432275,28365653.8,1.03121387283237,1.0242214532871972,0.21719443899660917
2021-01-27 00:00:00+09:00,79113.05346451518,80117.95368173189,78199.5078125,26423070,0.0,0.0,-0.012687503113235965,79770.8015625,78788.747265625,66638.03385416667,0.0254488805552404,28608042.4,1.0245327102803738,1.011682242990654,-0.20361912750909195
2021-01-28 00:00:00+09:00,76007.00059737156,78199.51022998805,76007.00059737156,31859808,0.0,0.0,-0.022196231454062243,78966.88125,79035.404296875,67059.92610677083,0.025952063688731878,29916401.8,1.028846153846154,0.994026284348865,0.20575724168312015
2021-01-29 00:00:00+09:00,77194.59017721037,77651.36290015244,74910.7265625,39615978,0.0,0.0,-0.020310884555931996,78089.878125,79081.0796875,67435.14147135416,0.025413007952950806,31667265.2,1.0365853658536586,1.0304878048780488,0.24344685316371018
2021-02-01 00:00:00+09:00,74636.6874058735,76189.71517319277,73997.20538403615,28046832,0.0,0.0,0.012195453901221898,76920.54375,79081.0796875,67830.038671875,0.024947047665286968,31824924.8,1.0296296296296297,0.9843373493975904,-0.29203232089840114
2021-02-02 00:00:00+09:00,76829.17853043543,78930.33323459716,76463.760321016,26302077,0.0,0.0,0.01686722284557951,76500.309375,79103.917578125,68219.51809895833,0.025116943368111252,30449553.0,1.032258064516129,0.9964454976303317,-0.062208630193955616
2021-02-03 00:00:00+09:00,77468.67006501183,78016.79744754729,76189.70617242908,22112205,0.0,0.0,0.0023697933422262007,76317.6,79213.542578125,68615.0130859375,0.02463310769869687,29587380.0,1.023980815347722,1.0023640661938535,-0.15929814212010707
2021-02-04 00:00:00+09:00,76281.05336174242,76555.11702651516,75002.08959280304,24171688,0.0,0.0,-0.02482278931035642,76098.346875,79195.271484375,68977.04876302084,0.025269095706591853,28049756.0,1.020706455542022,1.0121212121212122,0.09313783948728771
2021-02-05 00:00:00+09:00,75915.64423652695,76737.83532934131,75367.51684131737,18036835,0.0,0.0,0.012121333370512355,76372.4140625,78953.18203125,69354.3103515625,0.019257416189752904,23733927.4,1.018181818181818,0.9952095808383233,-0.25380325114241087
2021-02-08 00:00:00+09:00,76555.13347138555,76920.5517695783,75824.296875,15338765,0.0,0.0,-0.005987929507405565,76372.4140625,78587.763671875,69707.62200520834,0.018126297974447557,21192314.0,1.0144578313253012,1.0096385542168675,-0.14958666528800646
2021-02-09 00:00:00+09:00,76737.82799274486,77468.66444981862,75550.21875,20898332,0.0,0.0,-0.0036146477619414252,76061.809375,78226.912890625,70060.82122395834,0.018127225955524004,20111565.0,1.0253929866989118,1.0157194679564692,0.3624520618185363
2021-02-10 00:00:00+09:00,75458.85799632354,75458.85799632354,74545.3125,23025766,0.0,0.0,-0.01330116929674674,75513.6796875,77856.92578125,70364.59772135416,0.018196887368851635,20294277.2,1.0122549019607845,1.0122549019607845,0.10179922493335836
2021-02-15 00:00:00+09:00,76555.1208246734,77194.60274086994,76098.34802739014,23529706,0.0,0.0,0.031862856064893474,75824.2859375,77605.7,70661.92024739583,0.019929720495059238,20165880.8,1.0144057623049219,0.9952494061757721,0.0218859168463712
2021-02-16 00:00:00+09:00,77194.60518808893,78564.92362338045,76920.54150103063,20483100,0.0,0.0,0.008313571157898325,76080.078125,77464.10078125,70978.8119140625,0.019710269094980578,20655133.8,1.0213776722090262,0.9952885747938751,-0.12947913586340598
2021-02-17 00:00:00+09:00,76646.48197115384,76920.54567307692,75824.29086538461,18307735,0.0,0.0,-0.020023503973686463,76116.61875,77381.88125,71283.18671875,0.01871599102650647,21248927.8,1.0144578313253012,1.0084134615384615,-0.1062029185035468
2021-02-18 00:00:00+09:00,76007.00182704019,76372.42010505481,75002.1015625,21327683,0.0,0.0,-0.013221130126172542,76006.9953125,77158.0625,71573.78352864583,0.017980565658277634,21334798.0,1.0182704019488429,1.0133982947624847,0.16495475819373606
2021-02-19 00:00:00+09:00,75184.81907347155,75641.5919718523,73997.2095376816,25880879,0.0,0.0,0.006090246012898204,76189.709375,76947.94765625,71870.50826822917,0.018056324902242876,21905820.6,1.0222222222222221,0.9963680387409201,0.21348760669407918
2021-02-22 00:00:00+09:00,76555.1341430961,76920.55244449513,75093.4609375,25419886,0.0,0.0,-0.004842662141023246,75824.29375,76678.451953125,72119.55703125,0.017803957912023927,22283856.6,1.024330900243309,1.0194647201946472,-0.0178121075408606
2021-02-23 00:00:00+09:00,74179.89020579268,75732.91746379573,74088.53566120427,20587314,0.0,0.0,-0.002433425929750266,75294.434375,76459.201171875,72362.58984375,0.01759902191317991,22304699.4,1.0221948212083847,0.9902439024390243,-0.19010990057154464
2021-02-24 00:00:00+09:00,74728.01747332317,76372.39927591463,74271.2447503811,26807651,0.0,0.0,0.0,75075.1796875,76121.1890625,72621.9599609375,0.015863434156962345,24004682.6,1.028290282902829,0.9975609756097561,0.3021441748059024
2021-02-25 00:00:00+09:00,76737.83594665884,78016.79987910317,75824.2902806272,34155986,0.0,0.0,0.04024415311850893,75659.8484375,76057.240625,72910.782421875,0.017518666387584623,26570343.2,1.0289156626506024,0.984759671746776,0.27411334920765706
2021-02-26 00:00:00+09:00,75641.57147727272,76189.69880681818,74910.7350378788,38520800,0.0,0.0,-0.03282544603681181,75641.5734375,75915.640625,73154.00240885417,0.018779175306459107,29098327.4,1.017073170731707,1.0036363636363637,0.12779060162397293
2021-03-02 00:00:00+09:00,77742.7404493122,77925.44959255382,75824.29444527513,33498180,0.0,0.0,0.013333518536927436,75897.365625,75911.073046875,73436.248828125,0.018412755276924538,30713986.2,1.0277108433734938,1.0179425837320575,-0.13038721937239106
2021-03-03 00:00:00+09:00,76281.05533854167,76737.828125,75641.5734375,19882132,0.0,0.0,0.004784531392733271,76262.7859375,76002.428125,73708.24817708334,0.017793222650629277,30572949.8,1.0144927536231885,0.9940476190476191,-0.40647127694698637
2021-03-04 00:00:00+09:00,75458.86536711165,76006.99271844659,75093.44713288835,24348331,0.0,0.0,-0.01904760547326212,76335.871875,75975.02109375,73930.637890625,0.01815916800779891,30081085.8,1.0121654501216544,1.0024271844660193,0.2246338068774516
2021-03-05 00:00:00+09:00,74088.55586746347,75458.87441001827,74088.55586746347,20508971,0.0,0.0,-0.003640657296446359,75751.203125,75869.9640625,74145.48958333333,0.017717963995931316,27351682.8,1.0184956843403203,0.9878197320341049,-0.1576847300129114
2021-03-08 00:00:00+09:00,75732.91746379573,75824.27200838414,74545.30838414634,17641256,0.0,0.0,-0.0012182991955745903,75659.846875,75751.20234375,74332.08489583334,0.017697727955943925,23175774.0,1.017156862745098,1.0109756097560976,-0.13982734677424824
2021-03-09 00:00:00+09:00,74362.609375,74819.38215985872,73631.77291922604,25420764,0.0,0.0,-0.007316938610156032,75257.884375,75700.957421875,74488.7521484375,0.016893541691795848,21560290.8,1.0161290322580645,1.0,0.44098379389766795
2021-03-10 00:00:00+09:00,75276.16223733003,75367.51680315204,73723.134618356,20038422,0.0,0.0,-0.006142409859457687,74691.4875,75582.196484375,74655.62890625,0.016665411612046193,21591548.8,1.0223048327137547,1.0185414091470952,-0.21173014312237037
2021-03-11 00:00:00+09:00,73997.18111661586,75367.49928544207,73997.18111661586,23818297,0.0,0.0,0.013596797783666403,74618.4015625,75536.51796875,74806.579296875,0.01695752064452344,21485542.0,1.0185185185185184,0.9878048780487806,0.18863137027456545
2021-03-12 00:00:00+09:00,75915.62613224637,76281.04430857487,75276.1443236715,13530573,0.0,0.0,0.009756091964883584,74746.29375,75541.08515625,74984.56243489584,0.01709007238066825,20089862.4,1.0133495145631066,1.003623188405797,-0.4319252547736725
2021-03-15 00:00:00+09:00,75641.58477231051,75732.93934329157,74728.0390625,13735798,0.0,0.0,-0.01207700379668919,74709.75625,75550.221484375,75139.894140625,0.01704130134678293,19308770.8,1.0134474327628362,1.0122249388753055,0.015167502514490616
2021-03-16 00:00:00+09:00,75093.43523550725,75824.27158816425,75002.08069142512,12293537,0.0,0.0,0.012224640830411193,74965.546875,75486.27265625,75304.51041666667,0.015631997979837498,16683325.4,1.0109622411693058,0.9927536231884058,-0.10500016089345521
2021-03-17 00:00:00+09:00,75641.56963851761,75732.92419122114,74910.73321688944,11625146,0.0,0.0,-0.006038553539927216,75221.3375,75367.511328125,75461.51393229167,0.015524420386056812,15000670.2,1.0109756097560976,1.006075334143378,-0.05436929990124084
2021-03-18 00:00:00+09:00,75641.57512816647,76555.12072150181,75458.8660094994,18585244,0.0,0.0,0.007290474075647424,75385.778125,75353.8078125,75627.65299479167,0.014995982662854741,13954059.6,1.0145278450363195,0.9987937273823885,0.5987105882369133
2021-03-19 00:00:00+09:00,75002.08409645909,75367.50228937728,74728.02045177046,15869700,0.0,0.0,-0.012062846258155346,75221.340625,75344.671484375,75785.99231770834,0.014944686035845187,14421885.0,1.0085574572127138,1.0024420024420024,-0.1461129054856638
2021-03-22 00:00:00+09:00,74910.7265625,75184.79019626524,74636.66292873476,12670506,0.0,0.0,0.001220961315167468,75257.878125,75317.263671875,75950.30963541666,0.014879489385417168,14208826.6,1.00734394124847,1.0,-0.2015913344297624
2021-03-23 00:00:00+09:00,75458.87563034841,75732.93934329157,74728.0390625,13299907,0.0,0.0,-0.002438736191506252,75075.1734375,75298.992578125,76111.58216145834,0.01485020070755497,14410100.6,1.0134474327628362,1.0097799511002445,0.04967449603038743
2021-03-24 00:00:00+09:00,73997.21875,74545.3462962963,73723.15497685185,17926638,0.0,0.0,-0.009779733573481941,74837.6578125,75253.3171875,76271.07083333333,0.015000024214221242,15670399.0,1.0111524163568775,1.0,0.34787694380118594
2021-03-25 00:00:00+09:00,73997.19712130542,75002.09732912562,73814.48799261084,14758826,0.0,0.0,0.002468842790121828,74527.053125,75216.776171875,76409.84088541666,0.0150145664510619,14905115.4,1.0160891089108912,0.9975369458128079,-0.1767097656571187
2021-03-26 00:00:00+09:00,74362.62199003068,74545.33113496932,73997.20370015338,12845778,0.0,0.0,0.0036946705159794924,74453.9734375,75043.202734375,76495.25625,0.011658621080556368,14300331.0,1.0074074074074073,0.9987730061349693,-0.12962060803481257
2021-03-29 00:00:00+09:00,74636.66704963235,74636.66704963235,73997.18520220589,14952134,0.0,0.0,0.001226743576594913,74380.890625,75002.09296875,76568.826953125,0.009174145101464795,14756656.6,1.0086419753086417,1.0012254901960784,0.16397262976208982
2021-03-30 00:00:00+09:00,74876.57755474452,75518.90113670925,74601.29601961678,13121698,361.0,0.0,0.011829424217652873,74520.7109375,74954.82890625,76633.76875,0.00906016232437301,14721014.8,1.01230012300123,0.9927007299270073,-0.12241971614219083
2021-03-31 00:00:00+09:00,75610.65978194102,75885.94131027334,74693.0546875,17240518,0.0,0.0,-0.009732384542450623,74659.878125,74852.590234375,76645.366015625,0.009188076207198762,14583790.8,1.015970515970516,1.0122850122850122,0.3138938268507627
2021-04-01 00:00:00+09:00,75702.42668124246,76161.22926718938,75243.62409529554,18676461,0.0,0.0,0.018427604390510277,75037.790625,74892.255859375,76649.45221354166,0.009201471401203627,15367317.8,1.0121951219512193,0.9951749095295537,0.08328885477802928
2021-04-02 00:00:00+09:00,77078.83770636792,78179.96395931604,76987.07718528892,22997538,0.0,0.0,0.022919223095008157,75709.5796875,75032.796875,76668.89283854167,0.010401054755506017,17397669.8,1.0154946364719906,0.9905660377358491,0.23136487153535135
