Date,Close
2020-10-23 00:00:00+09:00,53645.3671875
2020-10-26 00:00:00+09:00,53823.58984375
2020-10-27 00:00:00+09:00,53288.921875
2020-10-28 00:00:00+09:00,52576.01953125
2020-10-29 00:00:00+09:00,51774.015625
2020-10-30 00:00:00+09:00,50437.34375
2020-11-02 00:00:00+09:00,51150.23828125
2020-11-03 00:00:00+09:00,52397.8046875
2020-11-04 00:00:00+09:00,52130.46484375
2020-11-05 00:00:00+09:00,53734.4765625
2020-11-06 00:00:00+09:00,53556.26171875
2020-11-09 00:00:00+09:00,53645.3671875
2020-11-10 00:00:00+09:00,53645.3671875
2020-11-11 00:00:00+09:00,54625.59765625
2020-11-12 00:00:00+09:00,54358.265625
2020-11-13 00:00:00+09:00,56318.72265625
2020-11-16 00:00:00+09:00,59081.1875
2020-11-17 00:00:00+09:00,58546.5234375
2020-11-18 00:00:00+09:00,57744.51171875
2020-11-19 00:00:00+09:00,57566.29296875
2020-11-20 00:00:00+09:00,57655.3984375
2020-11-23 00:00:00+09:00,60150.53515625
2020-11-24 00:00:00+09:00,60328.7578125
2020-11-25 00:00:00+09:00,59348.51953125
2020-11-26 00:00:00+09:00,60596.09765625
2020-11-27 00:00:00+09:00,60774.30859375
2020-11-30 00:00:00+09:00,59437.63671875
2020-12-01 00:00:00+09:00,60417.8671875
2020-12-02 00:00:00+09:00,61932.7734375
2020-12-03 00:00:00+09:00,62111.0
2020-12-04 00:00:00+09:00,63715.0078125
2020-12-07 00:00:00+09:00,64962.57421875
2020-12-08 00:00:00+09:00,63893.23828125
2020-12-09 00:00:00+09:00,65853.703125
2020-12-10 00:00:00+09:00,64962.57421875
2020-12-11 00:00:00+09:00,65408.13671875
2020-12-14 00:00:00+09:00,65764.5859375
2020-12-15 00:00:00+09:00,65764.5859375
2020-12-16 00:00:00+09:00,65764.5859375
2020-12-17 00:00:00+09:00,65319.015625
2020-12-18 00:00:00+09:00,65051.6875
2020-12-21 00:00:00+09:00,65051.6875
2020-12-22 00:00:00+09:00,64427.8984375
2020-12-23 00:00:00+09:00,65853.703125
2020-12-24 00:00:00+09:00,69329.0546875
2020-12-28 00:00:00+09:00,70131.0703125
2020-12-29 00:00:00+09:00,71530.6328125
2020-12-30 00:00:00+09:00,73997.21875
2021-01-04 00:00:00+09:00,75824.296875
2021-01-05 00:00:00+09:00,76646.484375
2021-01-06 00:00:00+09:00,75093.4609375
2021-01-07 00:00:00+09:00,75732.9296875
2021-01-08 00:00:00+09:00,81122.8515625
2021-01-11 00:00:00+09:00,83132.6640625
2021-01-12 00:00:00+09:00,82767.234375
2021-01-13 00:00:00+09:00,81945.0546875
2021-01-14 00:00:00+09:00,81945.0546875
2021-01-15 00:00:00+09:00,80392.0078125
2021-01-18 00:00:00+09:00,77651.390625
2021-01-19 00:00:00+09:00,79478.4765625
2021-01-20 00:00:00+09:00,79661.1796875
2021-01-21 00:00:00+09:00,80483.375
2021-01-22 00:00:00+09:00,79295.7421875
2021-01-25 00:00:00+09:00,81670.96875
2021-01-26 00:00:00+09:00,79204.4140625
2021-01-27 00:00:00+09:00,78199.5078125
2021-01-28 00:00:00+09:00,76463.7734375
2021-01-29 00:00:00+09:00,74910.7265625
2021-02-01 00:00:00+09:00,75824.296875
2021-02-02 00:00:00+09:00,77103.2421875
2021-02-03 00:00:00+09:00,77285.9609375
2021-02-04 00:00:00+09:00,75367.5078125
2021-02-05 00:00:00+09:00,76281.0625
2021-02-08 00:00:00+09:00,75824.296875
2021-02-09 00:00:00+09:00,75550.21875
2021-02-10 00:00:00+09:00,74545.3125
2021-02-15 00:00:00+09:00,76920.5390625
2021-02-16 00:00:00+09:00,77560.0234375
2021-02-17 00:00:00+09:00,76007.0
2021-02-18 00:00:00+09:00,75002.1015625
2021-02-19 00:00:00+09:00,75458.8828125
2021-02-22 00:00:00+09:00,75093.4609375
2021-02-23 00:00:00+09:00,74910.7265625
2021-02-24 00:00:00+09:00,74910.7265625
2021-02-25 00:00:00+09:00,77925.4453125
2021-02-26 00:00:00+09:00,75367.5078125
2021-03-02 00:00:00+09:00,76372.421875
2021-03-03 00:00:00+09:00,76737.828125
2021-03-04 00:00:00+09:00,75276.15625
2021-03-05 00:00:00+09:00,75002.1015625
2021-03-08 00:00:00+09:00,74910.7265625
2021-03-09 00:00:00+09:00,74362.609375
2021-03-10 00:00:00+09:00,73905.84375
2021-03-11 00:00:00+09:00,74910.7265625
2021-03-12 00:00:00+09:00,75641.5625
2021-03-15 00:00:00+09:00,74728.0390625
2021-03-16 00:00:00+09:00,75641.5625
2021-03-17 00:00:00+09:00,75184.796875
2021-03-18 00:00:00+09:00,75732.9296875
2021-03-19 00:00:00+09:00,74819.375
2021-03-22 00:00:00+09:00,74910.7265625
2021-03-23 00:00:00+09:00,74728.0390625
2021-03-24 00:00:00+09:00,73997.21875
2021-03-25 00:00:00+09:00,74179.90625
2021-03-26 00:00:00+09:00,74453.9765625
2021-03-29 00:00:00+09:00,74545.3125
2021-03-30 00:00:00+09:00,75427.140625
2021-03-31 00:00:00+09:00,74693.0546875
2021-04-01 00:00:00+09:00,76069.46875
2021-04-02 00:00:00+09:00,77812.921875
2021-04-05 00:00:00+09:00,78363.484375
2021-04-06 00:00:00+09:00,78914.046875
2021-04-07 00:00:00+09:00,78547.0
2021-04-08 00:00:00+09:00,77721.1640625
2021-04-09 00:00:00+09:00,76711.796875
2021-04-12 00:00:00+09:00,76344.75
2021-04-13 00:00:00+09:00,77078.828125
2021-04-14 00:00:00+09:00,77078.828125
2021-04-15 00:00:00+09:00,77170.59375
2021-04-16 00:00:00+09:00,76987.0703125
2021-04-19 00:00:00+09:00,76436.515625
2021-04-20 00:00:00+09:00,76987.0703125
2021-04-21 00:00:00+09:00,75794.1953125
2021-04-22 00:00:00+09:00,75610.671875
2021-04-23 00:00:00+09:00,75977.7109375
2021-04-26 00:00:00+09:00,76620.03125
2021-04-27 00:00:00+09:00,76069.46875
2021-04-28 00:00:00+09:00,75335.3828125
2021-04-29 00:00:00+09:00,74968.34375
2021-04-30 00:00:00+09:00,74784.8203125
2021-05-03 00:00:00+09:00,74968.34375
2021-05-04 00:00:00+09:00,75794.1953125
2021-05-06 00:00:00+09:00,75518.890625
2021-05-07 00:00:00+09:00,75151.8515625
2021-05-10 00:00:00+09:00,76344.75
2021-05-11 00:00:00+09:00,74509.5390625
2021-05-12 00:00:00+09:00,73408.3984375
2021-05-13 00:00:00+09:00,72032.0
2021-05-14 00:00:00+09:00,73500.15625
2021-05-17 00:00:00+09:00,73041.390625
2021-05-18 00:00:00+09:00,73041.390625
2021-05-20 00:00:00+09:00,72949.625
2021-05-21 00:00:00+09:00,73500.15625
2021-05-24 00:00:00+09:00,73133.1328125
2021-05-25 00:00:00+09:00,73316.6640625
2021-05-26 00:00:00+09:00,73224.890625
2021-05-27 00:00:00+09:00,73041.390625
2021-05-28 00:00:00+09:00,73500.15625
2021-05-31 00:00:00+09:00,73867.2265625
2021-06-01 00:00:00+09:00,73958.9609375
2021-06-02 00:00:00+09:00,74142.4921875
2021-06-03 00:00:00+09:00,75977.7109375
2021-06-04 00:00:00+09:00,75427.140625
2021-06-07 00:00:00+09:00,75151.8515625
2021-06-08 00:00:00+09:00,75151.8515625
2021-06-09 00:00:00+09:00,74417.796875
2021-06-10 00:00:00+09:00,74326.0234375
2021-06-11 00:00:00+09:00,74326.0234375
2021-06-14 00:00:00+09:00,73867.2265625
2021-06-15 00:00:00+09:00,74234.265625
2021-06-16 00:00:00+09:00,75060.1015625
2021-06-17 00:00:00+09:00,74234.265625
2021-06-18 00:00:00+09:00,73867.2265625
2021-06-21 00:00:00+09:00,73316.6640625
2021-06-22 00:00:00+09:00,73408.3984375
2021-06-23 00:00:00+09:00,73500.15625
2021-06-24 00:00:00+09:00,74509.5390625
2021-06-25 00:00:00+09:00,74876.5703125
2021-06-28 00:00:00+09:00,75151.8515625
2021-06-29 00:00:00+09:00,74655.09375
2021-06-30 00:00:00+09:00,74378.5859375
2021-07-01 00:00:00+09:00,73825.59375
2021-07-02 00:00:00+09:00,73733.421875
2021-07-05 00:00:00+09:00,74102.078125
2021-07-06 00:00:00+09:00,74839.421875
2021-07-07 00:00:00+09:00,74470.7421875
2021-07-08 00:00:00+09:00,73641.2421875
2021-07-09 00:00:00+09:00,73180.4140625
2021-07-12 00:00:00+09:00,73456.921875
2021-07-13 00:00:00+09:00,73549.078125
2021-07-14 00:00:00+09:00,73272.5703125
2021-07-15 00:00:00+09:00,74286.421875
2021-07-16 00:00:00+09:00,73549.078125
2021-07-19 00:00:00+09:00,72811.75
2021-07-20 00:00:00+09:00,72811.75
2021-07-21 00:00:00+09:00,72350.9140625
2021-07-22 00:00:00+09:00,73456.921875
2021-07-23 00:00:00+09:00,73088.2265625
2021-07-26 00:00:00+09:00,72627.4140625
2021-07-27 00:00:00+09:00,72350.9140625
